Task_ID,Project_Name,Assigned_Staff_ID,Staff_Workload_FTE_Days,Task_Duration_Hours,Timezone_Constraint_Score,Project_Risk_Score,External_Dependency_Flag,Planned_Start_Date,Actual_Duration_Hours,Task_Status,Predecessor_Task_ID
T0788,Comms Strategy 2026,STAFF_03,4.2,59,5,1,0,2025-11-20,53.0,Completed,T0191
T0789,New Hire Recruitment,STAFF_02,3.11,51,3,4,0,2026-02-24,52.0,To Do,T1163
T0790,Annual Retreat Planning,STAFF_17,2.95,63,1,5,0,2025-10-21,26.0,Blocked,T0122
T0791,Annual Retreat Planning,STAFF_13,1.34,62,1,1,0,2025-10-05,22.0,Blocked,None
T0792,EU AI Act Compliance,STAFF_05,3.81,77,5,5,0,2025-12-31,73.0,To Do,T1206
T0793,Comms Strategy 2026,STAFF_09,0.5,73,1,5,0,2026-03-19,41.4,In Progress,T0546
T0794,EU AI Act Compliance,STAFF_06,4.63,26,3,3,1,2025-11-30,25.0,Completed,T0590
T0795,EU AI Act Compliance,STAFF_05,1.7,14,5,4,0,2025-10-22,77.0,Completed,T0824
T0796,EU AI Act Compliance,STAFF_10,0.73,70,3,4,1,2026-02-26,66.0,In Progress,T0587
T0797,AI Ethics Framework,STAFF_08,2.27,49,1,3,0,2025-12-09,39.0,Blocked,T1274
T0798,EU AI Act Compliance,STAFF_07,0.31,49,1,4,0,2025-10-01,28.0,Completed,None
T0799,New Hire Recruitment,STAFF_07,3.45,66,1,3,0,2026-02-10,47.0,In Progress,T0950
T0800,AI Ethics Framework,STAFF_06,4.52,27,3,1,0,2025-10-12,40.8,To Do,T0725
T0801,AI Ethics Framework,STAFF_03,4.2,24,1,5,0,2025-12-29,9.0,Completed,T0363
T0802,EU AI Act Compliance,STAFF_19,0.72,34,1,5,0,2025-11-15,46.0,Blocked,T1062
T0803,Annual Retreat Planning,STAFF_15,0.72,54,1,4,0,2025-11-03,63.0,Completed,T1115
T0804,Comms Strategy 2026,STAFF_04,4.09,9,1,2,1,2026-03-26,20.0,Completed,T1114
T0805,Comms Strategy 2026,STAFF_12,4.63,70,3,5,0,2025-12-17,63.0,Completed,T0044
T0806,AI Ethics Framework,STAFF_06,2.36,69,3,3,0,2025-11-14,73.0,In Progress,None
T0807,Comms Strategy 2026,STAFF_19,2.54,26,1,2,1,2026-03-04,63.0,In Progress,T0550
T0808,EU AI Act Compliance,STAFF_04,1.66,24,1,2,0,2025-12-12,35.0,Completed,T1210
T0809,New Hire Recruitment,STAFF_15,4.48,76,5,5,0,2025-10-26,71.0,Blocked,T1235
T0810,Comms Strategy 2026,STAFF_09,3.26,46,1,5,0,2025-11-16,78.0,In Progress,T1058
T0811,AI Ethics Framework,STAFF_05,1.51,78,3,5,0,2026-01-29,71.0,In Progress,T0642
T0812,AI Ethics Framework,STAFF_13,1.56,46,5,3,0,2025-11-25,63.0,Completed,T0989
T0813,AI Ethics Framework,STAFF_18,4.47,43,1,2,0,2026-01-02,48.0,Blocked,T0066
T0814,EU AI Act Compliance,STAFF_05,0.17,47,1,4,0,2026-01-15,48.0,Completed,T1239
T0815,AI Ethics Framework,STAFF_16,1.68,52,5,3,0,2025-12-02,11.0,Completed,T0162
T0816,Comms Strategy 2026,STAFF_19,2.82,11,1,1,0,2025-11-17,64.0,Completed,T0645
T0817,EU AI Act Compliance,STAFF_14,0.83,32,1,5,0,2025-11-30,37.0,Completed,T0169
T0818,AI Ethics Framework,STAFF_16,0.55,76,1,2,0,2025-12-20,53.0,Blocked,None
T0819,AI Ethics Framework,STAFF_15,4.09,37,1,3,0,2025-10-26,63.0,Completed,T0895
T0820,AI Ethics Framework,STAFF_04,4.48,75,3,1,0,2025-11-05,38.0,Completed,T1123
T0821,New Hire Recruitment,STAFF_07,4.14,36,3,3,0,2025-10-01,14.0,Blocked,T1110
T0822,AI Ethics Framework,STAFF_16,4.5,75,3,3,0,2025-10-08,61.0,In Progress,None
T0823,Comms Strategy 2026,STAFF_08,2.81,58,1,4,0,2026-01-21,15.0,In Progress,T0216
T0824,New Hire Recruitment,STAFF_17,4.08,31,1,4,1,2026-01-07,55.800000000000004,Completed,T1073
T0825,Comms Strategy 2026,STAFF_16,1.98,21,3,3,0,2026-03-29,76.0,In Progress,T0935
T0826,New Hire Recruitment,STAFF_10,3.36,76,1,1,0,2025-11-16,51.0,Completed,T0051
T0827,EU AI Act Compliance,STAFF_10,4.95,25,3,2,0,2026-02-04,20.0,To Do,T0328
T0828,New Hire Recruitment,STAFF_02,1.21,49,1,2,0,2025-11-25,24.3,In Progress,T0435
T0829,AI Ethics Framework,STAFF_09,2.01,64,3,5,0,2025-10-14,39.0,In Progress,T0118
T0830,AI Ethics Framework,STAFF_17,2.45,19,1,5,0,2025-10-28,67.0,Completed,T0577
T0831,Comms Strategy 2026,STAFF_11,0.78,24,1,2,0,2025-12-17,57.0,Completed,T0045
T0832,New Hire Recruitment,STAFF_10,0.5,37,1,3,1,2026-02-07,34.0,Completed,T0899
T0833,New Hire Recruitment,STAFF_17,4.17,30,1,3,0,2026-01-17,32.0,Completed,T0344
T0834,AI Ethics Framework,STAFF_04,4.89,8,1,4,0,2026-03-03,59.0,Completed,T0467
T0835,AI Ethics Framework,STAFF_16,2.08,39,3,4,0,2025-10-14,75.0,In Progress,None
T0836,New Hire Recruitment,STAFF_15,0.53,16,3,5,0,2025-11-25,25.2,Completed,T0818
T0837,AI Ethics Framework,STAFF_05,0.42,22,3,2,1,2026-01-23,25.0,In Progress,T0438
T0838,Annual Retreat Planning,STAFF_06,4.47,35,5,3,1,2025-10-07,46.0,Completed,T0973
T0839,New Hire Recruitment,STAFF_17,2.37,31,1,2,0,2025-10-03,22.0,Completed,T0328
T0840,EU AI Act Compliance,STAFF_01,1.67,67,1,1,1,2026-01-19,60.0,In Progress,T0121
T0841,EU AI Act Compliance,STAFF_19,2.43,42,1,2,0,2026-02-28,45.0,In Progress,T0034
T0842,EU AI Act Compliance,STAFF_04,1.66,34,3,1,1,2026-01-15,55.0,Completed,None
T0843,AI Ethics Framework,STAFF_17,2.5,27,1,4,0,2025-10-18,59.0,Completed,T1178
T0844,New Hire Recruitment,STAFF_09,4.31,72,3,4,0,2025-11-07,79.0,In Progress,T1300
T0845,EU AI Act Compliance,STAFF_02,3.0,56,1,5,0,2026-01-23,35.0,Completed,None
T0846,New Hire Recruitment,STAFF_08,3.5,8,5,2,0,2025-10-15,23.0,Completed,None
T0847,AI Ethics Framework,STAFF_15,1.89,17,5,2,0,2026-01-27,23.0,In Progress,T1198
T0848,New Hire Recruitment,STAFF_07,3.72,54,1,1,0,2025-10-28,42.0,Completed,T1128
T0849,EU AI Act Compliance,STAFF_06,3.37,66,1,4,0,2025-11-08,24.0,Completed,T0548
T0850,AI Ethics Framework,STAFF_01,0.69,69,3,1,0,2025-10-17,59.0,To Do,T0170
T0851,AI Ethics Framework,STAFF_15,2.91,25,1,4,0,2025-12-25,19.0,In Progress,T0933
T0852,Annual Retreat Planning,STAFF_07,1.36,53,1,1,1,2026-02-03,55.0,Completed,T0937
T0853,Comms Strategy 2026,STAFF_17,4.04,39,3,4,0,2025-11-13,29.0,In Progress,None
T0854,New Hire Recruitment,STAFF_02,2.19,34,1,1,1,2025-10-25,56.0,Completed,T0720
T0855,AI Ethics Framework,STAFF_09,4.97,25,3,4,0,2026-02-22,59.0,Blocked,T1123
T0856,AI Ethics Framework,STAFF_09,0.55,46,3,1,0,2025-10-13,8.0,In Progress,T0935
T0857,EU AI Act Compliance,STAFF_13,3.92,56,1,2,0,2025-10-25,73.0,Completed,T0288
T0858,EU AI Act Compliance,STAFF_06,3.4,51,1,5,0,2025-12-07,71.0,Completed,T0963
T0859,EU AI Act Compliance,STAFF_06,3.86,79,1,1,0,2026-02-15,15.0,Completed,T0878
T0860,New Hire Recruitment,STAFF_03,1.61,61,3,5,0,2025-12-06,32.0,In Progress,T0803
T0861,New Hire Recruitment,STAFF_17,2.51,41,1,2,0,2026-01-17,73.0,In Progress,T0835
T0862,New Hire Recruitment,STAFF_17,4.0,78,3,2,0,2026-02-23,77.0,Completed,T0267
T0863,Annual Retreat Planning,STAFF_12,1.24,43,1,4,0,2026-01-19,58.0,Completed,T0754
T0864,EU AI Act Compliance,STAFF_16,1.21,25,1,5,0,2026-01-19,60.0,Completed,T0985
T0865,EU AI Act Compliance,STAFF_15,2.8,45,1,3,0,2025-11-03,22.0,Completed,T0796
T0866,EU AI Act Compliance,STAFF_13,2.67,66,1,4,0,2026-01-19,57.0,Completed,T0795
T0867,New Hire Recruitment,STAFF_01,1.48,16,1,5,0,2025-10-08,78.0,In Progress,T0126
T0868,AI Ethics Framework,STAFF_17,1.56,79,1,1,0,2026-03-17,45.0,In Progress,T0311
T0869,EU AI Act Compliance,STAFF_03,1.46,58,1,1,0,2026-01-21,42.300000000000004,To Do,T0522
T0870,AI Ethics Framework,STAFF_15,3.88,42,1,2,0,2025-12-22,73.0,To Do,T0682
T0871,EU AI Act Compliance,STAFF_04,3.29,12,1,3,0,2025-11-11,46.0,In Progress,T0966
T0872,New Hire Recruitment,STAFF_04,4.18,21,3,1,0,2026-03-18,24.0,In Progress,None
T0873,Annual Retreat Planning,STAFF_18,4.88,37,1,5,0,2026-01-09,14.0,To Do,T0259
T0874,AI Ethics Framework,STAFF_17,2.42,11,1,5,0,2025-10-06,55.199999999999996,Completed,T0025
T0875,New Hire Recruitment,STAFF_19,0.43,46,3,1,0,2026-03-29,75.0,Completed,T0731
T0876,Comms Strategy 2026,STAFF_11,0.34,71,1,5,0,2025-10-26,42.0,Completed,T0703
T0877,AI Ethics Framework,STAFF_03,1.55,32,3,5,0,2025-12-03,58.0,In Progress,T0897
T0878,AI Ethics Framework,STAFF_08,4.67,35,1,2,0,2025-11-28,48.6,In Progress,None
T0879,AI Ethics Framework,STAFF_14,2.66,73,1,3,0,2026-01-17,43.0,Completed,None
T0880,AI Ethics Framework,STAFF_01,1.43,29,5,2,0,2026-01-29,71.0,In Progress,T0163
T0881,New Hire Recruitment,STAFF_14,2.06,38,1,3,0,2025-11-02,20.0,In Progress,None
T0882,EU AI Act Compliance,STAFF_02,3.03,30,3,5,1,2026-02-27,25.0,Completed,T0180
T0883,New Hire Recruitment,STAFF_04,3.3,55,1,3,0,2025-10-21,28.0,Completed,T1032
T0884,EU AI Act Compliance,STAFF_19,0.85,27,3,5,0,2025-12-09,72.0,Completed,T1093
T0885,AI Ethics Framework,STAFF_06,4.89,45,3,5,0,2026-01-20,15.0,Completed,T1105
T0886,EU AI Act Compliance,STAFF_01,2.77,62,1,2,0,2025-10-04,55.0,Blocked,T0432
T0887,AI Ethics Framework,STAFF_17,0.76,75,3,2,0,2026-01-02,50.0,Blocked,T0537
T0888,EU AI Act Compliance,STAFF_08,4.48,8,1,4,0,2025-12-14,60.0,Blocked,T0892
T0889,New Hire Recruitment,STAFF_19,0.47,14,3,1,0,2025-12-01,34.0,In Progress,T0325
T0890,EU AI Act Compliance,STAFF_01,4.55,64,1,4,0,2026-01-02,26.0,In Progress,T0034
T0891,Comms Strategy 2026,STAFF_05,4.98,19,3,4,0,2026-01-03,30.0,In Progress,T0914
T0892,AI Ethics Framework,STAFF_16,3.53,12,1,3,1,2026-03-01,57.0,In Progress,T0757
T0893,AI Ethics Framework,STAFF_06,3.88,57,1,5,0,2025-11-24,58.0,In Progress,T1068
T0894,AI Ethics Framework,STAFF_08,1.75,49,3,5,1,2026-02-14,50.0,In Progress,T0239
T0895,Comms Strategy 2026,STAFF_13,4.71,19,3,5,1,2026-02-08,58.0,Completed,None
T0896,AI Ethics Framework,STAFF_16,2.7,25,1,1,0,2025-10-31,76.0,In Progress,T0238
T0897,EU AI Act Compliance,STAFF_03,3.69,73,1,3,0,2025-11-09,48.0,Completed,None
T0898,Comms Strategy 2026,STAFF_19,4.63,24,1,3,0,2025-11-05,79.0,In Progress,T0731
T0899,EU AI Act Compliance,STAFF_12,4.88,75,1,5,0,2026-03-01,18.0,Completed,T0894
T0900,AI Ethics Framework,STAFF_16,4.18,78,1,4,0,2025-10-06,70.8,Completed,None
T0901,AI Ethics Framework,STAFF_11,1.58,69,3,1,0,2025-12-05,30.0,To Do,T0488
T0902,New Hire Recruitment,STAFF_10,4.84,48,1,4,0,2025-12-14,56.0,Completed,T0296
T0903,Comms Strategy 2026,STAFF_04,3.18,41,3,2,0,2025-10-04,45.0,Completed,T0725
T0904,EU AI Act Compliance,STAFF_12,4.66,77,3,3,0,2025-12-18,54.0,Completed,T0398
T0905,AI Ethics Framework,STAFF_02,3.41,52,1,3,0,2026-02-11,79.0,Blocked,T0858
T0906,New Hire Recruitment,STAFF_19,1.61,65,1,4,0,2026-01-26,14.0,In Progress,T0448
T0907,Comms Strategy 2026,STAFF_05,1.91,58,1,1,0,2026-01-21,73.0,In Progress,None
T0908,EU AI Act Compliance,STAFF_08,2.8,41,1,3,0,2026-01-02,69.0,Blocked,T0987
T0909,New Hire Recruitment,STAFF_07,3.97,51,3,4,0,2026-03-28,36.0,Completed,T0001
T0910,AI Ethics Framework,STAFF_14,1.66,22,1,1,0,2025-12-01,45.0,Completed,None
T0911,EU AI Act Compliance,STAFF_03,2.94,77,3,4,0,2025-12-18,40.0,Completed,T0537
T0912,Comms Strategy 2026,STAFF_18,1.79,57,1,1,0,2026-02-13,32.4,In Progress,T0521
T0913,AI Ethics Framework,STAFF_16,4.1,39,1,5,0,2025-10-26,30.0,In Progress,T0623
T0914,New Hire Recruitment,STAFF_19,2.39,74,1,1,0,2026-03-28,10.0,Completed,T1025
T0915,Annual Retreat Planning,STAFF_19,0.48,10,1,2,0,2026-03-22,52.0,Completed,T0719
T0916,Comms Strategy 2026,STAFF_18,0.91,58,1,5,1,2025-11-13,15.0,Completed,T1022
T0917,AI Ethics Framework,STAFF_16,0.4,74,1,4,0,2026-02-10,36.0,In Progress,T0239
T0918,AI Ethics Framework,STAFF_08,2.55,55,3,5,0,2025-12-09,9.0,Completed,None
T0919,EU AI Act Compliance,STAFF_01,0.62,24,3,5,0,2026-03-03,57.0,Completed,T1186
T0920,Annual Retreat Planning,STAFF_17,0.66,14,1,4,0,2026-01-26,72.0,Completed,T0407
T0921,AI Ethics Framework,STAFF_12,4.71,20,1,4,0,2025-12-07,27.0,In Progress,T1177
T0922,EU AI Act Compliance,STAFF_11,4.38,73,1,2,0,2025-10-19,59.0,In Progress,T0935
T0923,Annual Retreat Planning,STAFF_05,2.32,11,1,4,1,2025-10-20,44.0,Completed,T0178
T0924,AI Ethics Framework,STAFF_12,4.93,17,1,3,0,2026-01-21,94.8,In Progress,T0290
T0925,Comms Strategy 2026,STAFF_17,0.1,24,1,3,0,2026-02-17,34.0,In Progress,T0068
T0926,AI Ethics Framework,STAFF_06,3.11,59,1,2,0,2025-11-16,54.0,To Do,None
T0927,New Hire Recruitment,STAFF_01,3.12,13,1,1,0,2025-10-01,11.700000000000001,Completed,T0897
T0928,EU AI Act Compliance,STAFF_05,2.34,76,1,1,0,2025-12-29,67.0,In Progress,T0515
T0929,AI Ethics Framework,STAFF_14,2.05,16,1,3,0,2026-02-19,52.0,Completed,T0206
T0930,EU AI Act Compliance,STAFF_05,2.33,28,3,4,0,2025-12-03,51.0,Completed,T0787
T0931,EU AI Act Compliance,STAFF_01,2.13,31,1,2,0,2025-11-07,22.5,In Progress,T0854
T0932,Annual Retreat Planning,STAFF_18,3.68,11,1,1,0,2025-11-06,72.0,Completed,T1141
T0933,Annual Retreat Planning,STAFF_16,0.76,31,1,1,0,2026-02-03,32.0,Completed,None
T0934,Comms Strategy 2026,STAFF_09,1.07,66,3,5,0,2026-02-16,34.0,Completed,T0707
T0935,AI Ethics Framework,STAFF_19,0.98,10,3,3,0,2026-01-08,14.0,Completed,T0660
T0936,AI Ethics Framework,STAFF_05,1.39,75,3,4,0,2025-12-16,45.9,Completed,T0602
T0937,AI Ethics Framework,STAFF_02,2.67,47,1,2,1,2025-10-03,36.0,Completed,None
T0938,Comms Strategy 2026,STAFF_15,0.64,55,1,1,0,2026-03-10,51.0,In Progress,T0255
T0939,New Hire Recruitment,STAFF_07,4.35,61,3,5,0,2026-02-11,43.0,In Progress,T0559
T0940,EU AI Act Compliance,STAFF_04,1.56,42,1,3,0,2026-03-27,26.0,Completed,T1179
T0941,AI Ethics Framework,STAFF_01,0.9,63,1,3,0,2025-10-10,13.0,In Progress,T0026
T0942,Comms Strategy 2026,STAFF_13,3.41,47,3,2,0,2025-10-05,38.4,Blocked,T0471
T0943,New Hire Recruitment,STAFF_07,0.29,75,1,1,1,2026-02-28,38.0,Completed,T1043
T0944,Annual Retreat Planning,STAFF_15,3.14,53,1,2,0,2026-02-15,16.0,Completed,T0303
T0945,New Hire Recruitment,STAFF_14,3.52,20,1,2,0,2026-03-21,44.0,In Progress,T0492
T0946,AI Ethics Framework,STAFF_19,1.15,34,1,5,0,2026-02-07,34.0,In Progress,T0790
T0947,AI Ethics Framework,STAFF_18,0.31,13,1,3,0,2025-10-13,24.0,Completed,T0686
T0948,New Hire Recruitment,STAFF_10,1.88,24,3,4,0,2026-03-17,48.0,Completed,T0173
T0949,Comms Strategy 2026,STAFF_09,0.58,43,3,3,0,2026-02-07,73.0,In Progress,None
T0950,EU AI Act Compliance,STAFF_08,0.67,9,1,3,1,2025-12-23,31.0,To Do,T0072
T0951,Annual Retreat Planning,STAFF_10,1.35,59,3,5,1,2025-12-04,51.0,Completed,T1219
T0952,New Hire Recruitment,STAFF_17,1.55,73,1,4,0,2025-12-02,67.0,To Do,T0117
T0953,Comms Strategy 2026,STAFF_02,2.7,59,1,1,0,2026-01-09,16.0,Completed,T0760
T0954,Comms Strategy 2026,STAFF_06,3.42,50,3,4,0,2025-12-12,10.799999999999999,Completed,T0286
T0955,EU AI Act Compliance,STAFF_05,3.0,29,3,1,1,2025-10-17,63.0,Completed,T0230
T0956,EU AI Act Compliance,STAFF_09,0.83,62,3,4,1,2025-10-09,37.0,In Progress,T0205
T0957,EU AI Act Compliance,STAFF_05,0.94,74,3,2,0,2026-02-20,29.0,Completed,T0736
T0958,New Hire Recruitment,STAFF_18,4.41,67,3,4,0,2026-03-01,20.0,Completed,T0838
T0959,New Hire Recruitment,STAFF_09,2.84,65,3,5,0,2025-11-07,78.0,Blocked,T0217
T0960,New Hire Recruitment,STAFF_17,4.36,19,1,1,0,2026-03-12,23.0,To Do,None
T0961,AI Ethics Framework,STAFF_17,1.92,76,3,3,0,2026-01-02,52.0,Completed,T0419
T0962,Annual Retreat Planning,STAFF_12,3.11,46,5,5,0,2026-01-03,72.0,Completed,T0746
T0963,Annual Retreat Planning,STAFF_07,2.67,20,3,1,0,2025-11-18,18.0,In Progress,T0352
T0964,Comms Strategy 2026,STAFF_03,1.66,48,1,1,0,2025-12-08,69.3,In Progress,T0803
T0965,Annual Retreat Planning,STAFF_10,2.4,64,1,3,1,2025-12-01,27.0,Completed,T1229
T0966,New Hire Recruitment,STAFF_02,2.56,60,1,2,0,2026-03-27,70.0,To Do,T0847
T0967,EU AI Act Compliance,STAFF_03,1.08,19,1,5,0,2025-12-17,19.0,Completed,T0465
T0968,EU AI Act Compliance,STAFF_16,1.64,20,5,3,0,2026-01-25,69.0,In Progress,T0404
T0969,AI Ethics Framework,STAFF_02,3.98,64,1,3,0,2026-01-28,49.0,Completed,T1234
T0970,EU AI Act Compliance,STAFF_10,4.59,47,1,2,0,2026-02-14,76.0,In Progress,T0193
T0971,Comms Strategy 2026,STAFF_06,1.86,52,5,5,0,2026-03-11,65.0,Completed,T0602
T0972,Annual Retreat Planning,STAFF_11,1.6,42,1,3,0,2025-12-15,12.0,In Progress,T0247
T0973,AI Ethics Framework,STAFF_07,1.06,10,1,2,0,2025-11-04,34.0,To Do,T0420
T0974,AI Ethics Framework,STAFF_15,3.42,12,1,5,0,2025-10-01,35.0,Completed,T0249
T0975,Comms Strategy 2026,STAFF_06,1.68,18,3,4,0,2025-11-09,33.0,In Progress,None
T0976,AI Ethics Framework,STAFF_09,4.94,78,1,1,0,2025-12-03,56.0,Completed,T1190
T0977,AI Ethics Framework,STAFF_12,1.7,63,5,2,0,2026-02-27,28.0,Blocked,T0912
T0978,AI Ethics Framework,STAFF_19,2.03,17,1,1,0,2025-11-29,8.0,To Do,T0365
T0979,AI Ethics Framework,STAFF_03,3.06,41,1,4,0,2025-12-03,65.0,In Progress,T0830
T0980,AI Ethics Framework,STAFF_15,4.03,74,1,3,0,2026-01-01,62.0,In Progress,T0847
T0981,EU AI Act Compliance,STAFF_02,2.4,79,3,3,0,2025-12-11,33.0,To Do,T0960
T0982,EU AI Act Compliance,STAFF_02,2.17,38,1,5,1,2025-10-11,32.0,Completed,T0098
T0983,New Hire Recruitment,STAFF_03,4.98,78,1,2,0,2026-01-13,40.0,Completed,None
T0984,EU AI Act Compliance,STAFF_06,0.15,73,1,2,0,2025-10-14,79.0,In Progress,T0757
T0985,Annual Retreat Planning,STAFF_15,4.49,77,3,5,0,2025-11-29,76.0,Completed,None
T0986,AI Ethics Framework,STAFF_10,0.83,48,1,1,0,2025-10-30,13.0,Blocked,T0016
T0987,AI Ethics Framework,STAFF_09,3.95,70,3,3,0,2025-11-04,30.0,In Progress,T0403
T0988,Annual Retreat Planning,STAFF_01,3.13,39,3,3,0,2026-03-14,37.0,Completed,T0169
T0989,AI Ethics Framework,STAFF_16,1.78,27,1,2,0,2025-10-05,61.0,Completed,T1251
T0990,EU AI Act Compliance,STAFF_06,4.38,64,1,2,1,2025-12-22,18.0,Completed,T0521
T0991,Comms Strategy 2026,STAFF_09,0.16,57,1,5,0,2026-01-31,38.0,In Progress,None
T0992,Comms Strategy 2026,STAFF_04,1.21,32,1,4,0,2025-12-17,13.0,Completed,None
T0993,AI Ethics Framework,STAFF_02,2.88,19,1,1,1,2026-03-03,18.0,Completed,T1086
T0994,EU AI Act Compliance,STAFF_04,1.82,78,1,4,0,2025-12-01,19.0,In Progress,T1082
T0995,Comms Strategy 2026,STAFF_01,3.09,46,1,4,0,2026-02-09,73.0,Blocked,T1138
T0996,AI Ethics Framework,STAFF_19,0.22,24,1,2,0,2025-12-28,60.0,To Do,T1095
T0997,Comms Strategy 2026,STAFF_10,0.67,52,1,2,0,2025-11-11,43.0,To Do,T0629
T0998,Annual Retreat Planning,STAFF_15,0.72,18,1,2,0,2025-12-28,24.0,In Progress,T1110
T0999,New Hire Recruitment,STAFF_19,1.03,77,3,4,0,2026-02-23,35.0,Completed,None
T1000,AI Ethics Framework,STAFF_16,2.35,30,5,1,0,2025-11-09,29.0,Blocked,T0541
T1001,New Hire Recruitment,STAFF_04,3.79,77,3,2,0,2025-12-11,14.0,Completed,None
T1002,EU AI Act Compliance,STAFF_02,4.54,45,1,3,0,2025-11-08,22.0,In Progress,T0023
T1003,EU AI Act Compliance,STAFF_13,4.19,9,1,1,0,2026-01-12,18.0,In Progress,T0568
T1004,AI Ethics Framework,STAFF_01,1.06,79,1,3,0,2025-10-14,31.0,Blocked,T0215
T1005,Annual Retreat Planning,STAFF_17,2.26,44,1,1,1,2025-11-01,74.0,Completed,T0206
T1006,AI Ethics Framework,STAFF_13,1.08,56,1,2,0,2026-03-28,37.0,Completed,None
T1007,EU AI Act Compliance,STAFF_04,1.4,59,3,5,0,2026-02-02,77.0,In Progress,None
T1008,AI Ethics Framework,STAFF_07,2.57,40,1,2,0,2026-03-15,73.0,Completed,T1264
T1009,New Hire Recruitment,STAFF_17,0.43,29,1,4,0,2026-01-05,68.0,To Do,None
T1010,Annual Retreat Planning,STAFF_09,1.17,12,5,4,0,2025-10-23,57.599999999999994,In Progress,T0352
T1011,Annual Retreat Planning,STAFF_04,4.68,25,1,1,0,2025-12-02,58.0,In Progress,T0229
T1012,AI Ethics Framework,STAFF_19,2.38,45,1,4,1,2026-02-20,61.199999999999996,To Do,T0847
T1013,AI Ethics Framework,STAFF_01,2.28,44,1,2,1,2026-03-02,20.0,In Progress,None
T1014,Comms Strategy 2026,STAFF_10,0.17,71,1,3,1,2026-02-22,19.0,Completed,T0065
T1015,EU AI Act Compliance,STAFF_04,1.31,17,3,2,1,2025-11-22,16.0,Completed,None
T1016,AI Ethics Framework,STAFF_09,4.34,49,1,1,0,2026-01-12,55.0,In Progress,T0979
T1017,Comms Strategy 2026,STAFF_13,0.91,55,1,4,0,2026-01-12,56.0,Blocked,None
T1018,New Hire Recruitment,STAFF_14,2.13,51,3,3,1,2026-03-28,60.0,In Progress,T0594
T1019,Annual Retreat Planning,STAFF_10,0.17,23,3,5,0,2025-11-08,63.0,To Do,T0745
T1020,Annual Retreat Planning,STAFF_06,2.44,61,5,3,1,2026-03-28,47.0,Completed,T1223
T1021,New Hire Recruitment,STAFF_16,0.2,42,3,3,0,2026-02-11,31.0,Completed,T1289
T1022,AI Ethics Framework,STAFF_06,4.12,35,1,2,0,2025-12-06,79.0,Completed,T0379
T1023,Comms Strategy 2026,STAFF_17,4.14,9,1,5,0,2026-02-12,40.0,In Progress,None
T1024,New Hire Recruitment,STAFF_10,3.96,20,1,1,1,2026-03-28,30.0,Completed,None
T1025,AI Ethics Framework,STAFF_18,1.49,48,1,1,0,2025-11-11,61.0,Completed,T0030
T1026,Annual Retreat Planning,STAFF_18,4.2,66,3,3,0,2025-10-15,54.0,In Progress,T0209
T1027,Comms Strategy 2026,STAFF_03,2.76,76,3,3,0,2026-01-19,56.0,Completed,T0807
T1028,Comms Strategy 2026,STAFF_15,1.93,60,1,4,0,2026-03-06,56.0,In Progress,T0750
T1029,Comms Strategy 2026,STAFF_15,3.16,52,1,5,0,2025-11-02,67.0,Completed,T1152
T1030,New Hire Recruitment,STAFF_04,0.16,27,1,3,0,2026-03-04,72.0,Completed,T0146
T1031,Annual Retreat Planning,STAFF_09,0.8,31,5,4,0,2026-03-13,39.0,Completed,T1048
T1032,AI Ethics Framework,STAFF_19,3.74,68,1,5,0,2026-03-06,28.0,Blocked,T1002
T1033,New Hire Recruitment,STAFF_17,1.3,65,3,1,0,2025-11-07,25.0,Completed,T0380
T1034,AI Ethics Framework,STAFF_11,3.03,34,3,4,0,2026-01-05,67.0,Completed,T0882
T1035,EU AI Act Compliance,STAFF_09,1.99,33,5,5,0,2026-03-04,24.0,Completed,T0362
T1036,EU AI Act Compliance,STAFF_10,4.29,14,3,4,0,2025-11-02,31.0,Completed,T0239
T1037,EU AI Act Compliance,STAFF_18,4.77,49,3,3,1,2025-12-25,37.0,Blocked,T0932
T1038,EU AI Act Compliance,STAFF_13,4.43,54,1,2,0,2025-12-05,9.0,Completed,None
T1039,New Hire Recruitment,STAFF_08,1.43,60,1,1,0,2025-10-10,32.0,To Do,T0386
T1040,Annual Retreat Planning,STAFF_07,1.05,66,1,3,0,2025-10-05,57.0,Completed,T0578
T1041,Comms Strategy 2026,STAFF_17,2.42,45,1,3,0,2026-01-31,21.0,Blocked,T0417
T1042,AI Ethics Framework,STAFF_15,0.14,76,5,5,0,2025-12-13,15.6,In Progress,T0433
T1043,New Hire Recruitment,STAFF_15,0.23,60,1,4,0,2026-01-05,37.0,In Progress,T0657
T1044,New Hire Recruitment,STAFF_01,2.81,22,3,1,0,2026-01-26,37.0,In Progress,T1141
T1045,Annual Retreat Planning,STAFF_14,2.65,33,1,3,0,2025-11-07,45.0,Completed,T0064
T1046,AI Ethics Framework,STAFF_05,4.97,55,1,5,0,2026-02-18,65.0,In Progress,None
T1047,AI Ethics Framework,STAFF_11,1.09,26,5,1,0,2026-03-08,48.0,Completed,T0076
T1048,AI Ethics Framework,STAFF_16,1.36,16,1,4,0,2025-11-16,64.0,Completed,None
T1049,AI Ethics Framework,STAFF_02,0.66,71,1,3,0,2026-01-17,43.0,In Progress,None
T1050,EU AI Act Compliance,STAFF_08,4.6,61,1,3,0,2026-03-29,71.0,Completed,T0853
